,month,text,year
486,June,Articles with limited geographic scope from June 2019Use mdy dates from June 2019Articles with short descriptionShort description is different from WikidataCommons category link is on WikidataArticles using Mw magnitude scaleArticles using MS magnitude scaleArticles using mb magnitude scaleAll articles with unsourced statementsArticles with unsourced statements from October 2020Wikipedia articles with LCCN identifiersWikipedia articles with NKC identifiers,1992.0
487,July,"
3.1 January
3.2 February
3.3 March
3.4 April
3.5 May
3.6 June
3.7 July
3.8 August
3.9 September
3.10 October
3.11 November
3.12 December
",1992.0
488,July,"June 2  In a national referendum Denmark rejects the Maastricht Treaty by a narrow margin.
June 8  The first World Oceans Day is celebrated, coinciding with the Earth Summit held in Rio de Janeiro, Brazil.
June 1026  Sweden hosts the UEFA Euro 1992 football tournament, which is won by Denmark.
June 16
A 'Joint Understanding' agreement on arms reduction is signed by U.S. President George H. W. Bush and Russian President Boris Yeltsin (this is later codified in START II).
A federal grand jury indicts Caspar Weinberger for his role in covering up the IranContra affair.
June 17
Two German relief workers held since 1989, Thomas Kemptner and Heinrich Struebig, are released (they are the last Western hostages in Lebanon).
Violence breaks out between the African National Congress and the Inkatha Freedom Party in Boipatong, South Africa, leaving 46 dead.
June 18  Ireland votes to accept the Maastricht Treaty with a popular vote of over 69%.[10]
June 20  Estonia adopts the kroon and becomes the first former Soviet Republic to replace the Soviet ruble.
June 21  Nelson Mandela announces that the African National Congress will halt negotiations with the government of South Africa following the Boipatong massacre of June 17.
June 22  Two skeletons excavated in Yekaterinburg are identified as Tsar Nicholas II of Russia and Tsarina Alexandra.
June 23  The Israeli legislative election is won by the Israeli Labor Party under the leadership of Yitzhak Rabin, ousting a Likud government.
June 25  The Black Sea Economic Cooperation (BSEC) is founded.
June 26  Denmark beats Germany 20 in the final to win the 1992 UEFA European Football Championship at Ullevi Stadium in Gothenburg, Sweden.
June 28  Estonia holds a referendum on its constitution, which will come into effect on July 3.
June 29  President Mohamed Boudiaf of Algeria is assassinated by one of his bodyguards.",1992.0
489,July,"July 68  The 18th G7 summit is held in Munich.
July 629  Iraq disarmament crisis: Iraq refuses a U.N. inspection team access to the Iraqi Ministry of Agriculture. UNSCOM claims that it has reliable information that the site contains archives related to illegal weapons activities. U.N. inspectors stage a 17-day ""sit-in"" outside of the building, but leave when their safety is threatened by Iraqi soldiers.
July 9  Bill Clinton announces his selection of Al Gore as his running mate in the 1992 U.S. presidential election.
July 10
In Miami, former Panamanian leader Manuel Noriega is sentenced to 40 years in prison for drug and racketeering violations.
The Giotto spacecraft flies past Comet 26P/GriggSkjellerup, gathering measurements about the comet.
July 13  Yitzhak Rabin becomes prime minister of Israel.[11]
July 16  At the 1992 Democratic National Convention, Arkansas Governor Bill Clinton accepts his party's presidential nomination on behalf of the ""forgotten middle class"".
July 17  The Slovak National Council declares Slovakia an independent country, signaling the breakup of Czechoslovakia.
July 19
A car bomb placed by the Mafia (with the collaboration of Italian intelligence) kills judge Paolo Borsellino and five members of his escort.
The Cabinet of Israel approves a freeze on new settlements in the occupied territories, a move expected to reinvigorate the Middle East Peace Process.
July 20  Vclav Havel resigns as president of Czechoslovakia.
July 21  Transnistria War ends with a ceasefire.
July 22  Near Medelln, Colombian drug lord Pablo Escobar escapes from his luxury prison, fearing extradition to the United States.
July 23  Abkhazia declares independence from Georgia.
July 25  August 9  The 1992 Summer Olympics are held in Barcelona, Catalonia, Spain.
July 26  Iraq agrees to allow U.N. weapons inspectors to search the Iraqi Agricultural Ministry building in Baghdad.  When inspectors arrive on July 28 and 29, they find nothing and voice suspicions that Iraqi records had been removed.
July 31
Georgia becomes the 179th member of the United Nations after seceding from the Soviet Union the previous year.
Thai Airways International Flight 311, an Airbus A310-300, crashes into a mountain north of Kathmandu, Nepal killing all 113 people on board.
China General Aviation Flight 7552 bound for Xiamen crashes soon after taking off from Nanjing Dajiaochang Airport, killing 108 of the 116 people on board.",1992.0
490,July,"July 1  sgeir Trausti, Icelandic singer-songwriter and musician
July 3
Nathalia Ramos, Spanish actress
Maasa Sudo, Japanese singer
July 6  Seedy Bah, Gambian footballer
July 7  Manjot Singh, Indian actor
July 8
Sky Ferreira, American singer, songwriter, model, and actress
Sandi Morris, American pole vaulter
July 9  Douglas Booth, English actor
July 10
Ahn Ji-hyun, South Korean actress
Kristin Allen, American acrobatic gymnast
Eva Lim, Dutch figure skater
July 11  Mohamed Elneny, Egyptian footballer
July 12  Woo Do-hwan, South Korean actor
July 14  Brytiago, Puerto Rican singer and songwriter
July 15  Wayde van Niekerk, South African athlete
July 19  Ellie Rowsell, English singer-songwriter and musician
July 21  Rachael Flatt, American figure skater
July 22  Selena Gomez, American singer, songwriter, and actress
July 23  Diwakar Vaish, Indian roboticist
July 27 - Tory Lanez, Canadian rapper
July 28  Spencer Boldman, American actor
July 29  Djibril Sidib, French footballer
July 30  Fabiano Caruana Italian-American chess grandmaster
July 31  Kiara Advani, Indian actress",1992.0
491,July,"July 2  Camarn de la Isla, Spanish flamenco singer (b. 1950)
July 4
Francis Perrin, French nuclear physicist (b. 1901)
stor Piazzolla, Argentine tango composer (b. 1921)
July 5  Paul Hackman, Canadian musician (b. 1953)
July 7  Josy Barthel, Luxembourgish Olympic athlete (b. 1927)
July 9  Eric Sevareid, American journalist (b. 1912)
July 10
Albert Pierrepoint, British executioner (b. 1905)
Doris Tate, American campaigner for the rights of crime victims (b. 1924)
July 11  Deng Yingchao, Chinese Communist politician, widow of Zhou Enlai (b. 1904)
July 12  Florence McClung, American painter, printmaker, and art teacher (b. 1894)
July 13
Cicely Williams, Jamaican physician (b. 1893)[40]
July 14  Giuseppe Prezzolini, Italian literary critic, journalist, editor, and writer (b. 1882)
July 15  Hammer DeRoburt, 1st President of Nauru (b. 1922)
July 16  Buck Buchanan, American football player (b. 1940)
July 18
Mordecai Ardon,  Israeli painter (b. 1896)
Rudolf Ising, American cartoon animator (b. 1903)
July 19
Paolo Borsellino, Italian judge (b. 1940)
Heinz Galinski, German President of the Central Council of Jews (b. 1912)
Allen Newell, American computer scientist (b. 1927)
July 22
Suleiman Frangieh, Lebanese politician, 5th President of Lebanon (b. 1910)
Alexander McKee, British journalist, military historian, and diver (born 1918)
John Meyendorff, Russian scholar (b. 1926)
July 23  Rosemary Sutcliff, British author (b. 1920)
July 24  Arletty, French singer and actress (b. 1898)
July 25  Alfred Drake, American actor (b. 1914)
July 26  Mary Wells, American singer (b. 1943)
July 27  Anthony Salerno, American mobster (b.1911)
July 29  Ed Ocampo, Filipino basketball player and coach (b. 1938)
July 30
Brenda Marshall, American actress (b. 1915)
Irene Silva de Santolalla, Peruvian politician (b. 1902)
Joe Shuster, Canadian-American comic book artist (b. 1914)
July 31  Leonard Cheshire, British war hero, activist, and philanthropist (b. 1917)",1992.0
492,August,"
3.1 January
3.2 February
3.3 March
3.4 April
3.5 May
3.6 June
3.7 July
3.8 August
3.9 September
3.10 October
3.11 November
3.12 December
",1992.0
493,August,"July 68  The 18th G7 summit is held in Munich.
July 629  Iraq disarmament crisis: Iraq refuses a U.N. inspection team access to the Iraqi Ministry of Agriculture. UNSCOM claims that it has reliable information that the site contains archives related to illegal weapons activities. U.N. inspectors stage a 17-day ""sit-in"" outside of the building, but leave when their safety is threatened by Iraqi soldiers.
July 9  Bill Clinton announces his selection of Al Gore as his running mate in the 1992 U.S. presidential election.
July 10
In Miami, former Panamanian leader Manuel Noriega is sentenced to 40 years in prison for drug and racketeering violations.
The Giotto spacecraft flies past Comet 26P/GriggSkjellerup, gathering measurements about the comet.
July 13  Yitzhak Rabin becomes prime minister of Israel.[11]
July 16  At the 1992 Democratic National Convention, Arkansas Governor Bill Clinton accepts his party's presidential nomination on behalf of the ""forgotten middle class"".
July 17  The Slovak National Council declares Slovakia an independent country, signaling the breakup of Czechoslovakia.
July 19
A car bomb placed by the Mafia (with the collaboration of Italian intelligence) kills judge Paolo Borsellino and five members of his escort.
The Cabinet of Israel approves a freeze on new settlements in the occupied territories, a move expected to reinvigorate the Middle East Peace Process.
July 20  Vclav Havel resigns as president of Czechoslovakia.
July 21  Transnistria War ends with a ceasefire.
July 22  Near Medelln, Colombian drug lord Pablo Escobar escapes from his luxury prison, fearing extradition to the United States.
July 23  Abkhazia declares independence from Georgia.
July 25  August 9  The 1992 Summer Olympics are held in Barcelona, Catalonia, Spain.
July 26  Iraq agrees to allow U.N. weapons inspectors to search the Iraqi Agricultural Ministry building in Baghdad.  When inspectors arrive on July 28 and 29, they find nothing and voice suspicions that Iraqi records had been removed.
July 31
Georgia becomes the 179th member of the United Nations after seceding from the Soviet Union the previous year.
Thai Airways International Flight 311, an Airbus A310-300, crashes into a mountain north of Kathmandu, Nepal killing all 113 people on board.
China General Aviation Flight 7552 bound for Xiamen crashes soon after taking off from Nanjing Dajiaochang Airport, killing 108 of the 116 people on board.",1992.0
494,August,"August 34  Millions of black South Africans participate in a general strike called by the African National Congress to protest the lack of progress in negotiations with the government of State President of South Africa F. W. de Klerk.
August 12  Canada, Mexico, and the United States announce that a deal has been reached on the North American Free Trade Agreement; the deal will be formally signed on December 17, 1992.
August 18  Prime Minister of the United Kingdom John Major announces the creation of the Iraqi no-fly zones.
August 20  Kristiansund's connection to the mainland of Norway, Krifast, opens.
August 23  Hurricane Andrew attains Category 5 status on the SaffirSimpson hurricane scale and, at 2100 UTC, hits Eleuthera and the Bahama Banks.
August 24
Concordia University massacre  Valery Fabrikant murders four colleagues and seriously wounds another in a shooting at Concordia University, in Montreal, Quebec.
China and South Korea establish diplomatic relations.
August 2428  Hurricane Andrew hits south Florida and Louisiana and dissipates over the Tennessee valley when it merges with a storm system; 23 are killed.
August 29  In Rostock, Germany, tens of thousands rally to protest neo-Nazi attacks on refugees and immigrants begun on August 22.",1992.0
495,August,"August 1  Ben Rosenfield, American actor and musician
August 2
Hallie Eisenberg, American actress
Charli XCX, English singer and songwriter
August 3
Karlie Kloss, American model
Jannik Vestergaard, Danish footballer
August 4
Tiffany Evans, American singer
Cole Sprouse, American actor
Dylan Sprouse, American actor and entrepreneur
August 5  Yasutaka Uchiyama, Japanese tennis player
August 8  Casey Cott, American actor
August 11  Tomi Lahren, American television host
August 12  Cara Delevingne, English model, actress, and singer
August 13  Lucas Moura, Brazilian footballer
August 16
Diego Schwartzman, Argentine tennis player
Nur Tatar, Turkish taekwondo practitioner
August 17  Paige, English professional wrestler
August 18  Frances Bean Cobain, American visual artist
August 20
Neslihan Atagl, Turkish actress
Demi Lovato, American singer-songwriter and actress
August 21  Felipe Nasr, Brazilian racing driver
August 25
Miyabi Natsuyaki, Japanese singer
Miguel Trauco, Peruvian footballer
Ricardo Rodrguez, Swiss footballer
August 26  Yang Yilin, Chinese artistic gymnast
August 27  Kim Petras, German singer and songwriter
August 28  Bismack Biyombo, Congolese basketball player[38]
August 31  Nicols Tagliafico, Argentine footballer",1992.0
496,August,"August 2  Michel Berger, French singer-songwriter (b. 1947)
August 3
Wang Hongwen, Chinese Communist politician (b. 1935)
Bertil Ohlin, Swedish economist and politician (b. 1899)
August 4
Seich Matsumoto, Japanese writer and journalist (b. 1909)
Frantiek Tomek, Czech Roman Catholic prelate (b. 1899)
August 5
Robert Muldoon, 31st Prime Minister of New Zealand (b. 1921)
Jeff Porcaro, American musician (b. 1954)
August 6  Simcha Bunim Alter, the fifth Rebbe of the Hasidic dynasty of Ger (b. 1898)
August 7
Fereydoun Farrokhzad, Iranian entertainer (b. 1938)
Lilo Milchsack, German promoter of Anglo-German relations (b. 1905)
Francisco Fernndez Ordez, Spanish politician, former Foreign minister (b. 1930)
August 8
Alison Gertz, American AIDS activist (b. 1966)
Abu al-Qasim al-Khoei, Iranian-Iraqi Shia ayatollah and scholar (b. 1899)
August 10  Annisteen Allen, American blues singer (b. 1920)
August 12  John Cage, American composer (b. 1912)
August 16  Mark Heard, American singer (b. 1951)
August 18
Keith Henderson, Scottish painter (b. 1911)
John Sturges, American film director (b. 1911)
Chris McCandless, American hiker and explorer (b. 1968)
August 19  Curtis M. Scott, American role-playing game designer (b. c. 1960)
August 22  Hallowell Davis, American physiologist, otolaryngologist and researcher (b. 1896)
August 23  Charles August Nichols, American animator and film director (b. 1910)
August 25  Cyril Stanley Smith, British metallurgist and historian of science (b. 1903)
August 28  Tan Qixiang, Chinese historian (b. 1911)
August 29  Flix Guattari, French psychotherapist, philosopher and semiologist (b. 1930)",1992.0
497,September,"
3.1 January
3.2 February
3.3 March
3.4 April
3.5 May
3.6 June
3.7 July
3.8 August
3.9 September
3.10 October
3.11 November
3.12 December
",1992.0
498,September,"September 1  In Beijing, police arrest Shen Tong for his role in organizing the Tiananmen Square protests of 1989.
September 2  The 7.7 Mw Nicaragua earthquake affects the west coast of Nicaragua. With a MsMw disparity of half a unit, this tsunami earthquake triggers a tsunami that causes most of the damage and casualties, with at least 116 killed. Average runup heights are 38 meters (9.826.2ft).
September 7
In Ciskei, members of the Ciskei Defence Force loyal to dictator Oupa Gqozo open fire into a crowd of anti-Gqozo protestors organized by the African National Congress, killing at least 28 people and wounding nearly 200.
President of Tajikistan Rahmon Nabiyev is forced to resign following weeks of clan and religious warfare that left nearly 2,000 people dead.
September 11  Hurricane Iniki hits the Hawaiian Islands, Kauai and Oahu.
September 12  In Peru, police arrest Abimael Guzmn, the leader of the Shining Path guerilla movement, who had evaded capture for 12 years.
September 16  Black Wednesday: The pound sterling and the Italian lira are forced out of the European Exchange Rate Mechanism.
September 17  Two Kurdish opposition leaders are assassinated by the Iranian Kazem Darabi and the Lebanese Abbas Rhayel.
September 20  French voters narrowly approve the Maastricht Treaty in the French Maastricht Treaty referendum.
September 21  Mexico establishes diplomatic relations with Vatican City, ending a break that lasted over 130 years.
September 23  Operation Julin is the last nuclear test conducted by the United States at the Nevada Test Site.
September 28  Law enforcement officials in the United States, Colombia, and Italy announce that they have arrested more than 165 people on money laundering charges related to cocaine trafficking.
September 29  The Chamber of Deputies of Brazil votes to impeach President of Brazil Fernando Collor de Mello, the country's first democratically elected leader in 29 years. Vice President Itamar Franco becomes acting president.",1992.0
499,September,"September 1  Kirani James, Grenadian sprinter
September 3  Shta Sometani, Japanese actor
September 4  Layvin Kurzawa, French footballer
September 7  Gizem Karaca, Turkish model
September 11  Mara Gabriela de Fara, Venezuelan actress and singer
September 12  Mahmood, Italian singer-songwriter[39]
September 14
Connor Fields, American BMX cyclist[citation needed]
Danielle Williams, Jamaican athlete
September 15  Camlia Jordana, French singer
September 16  Nick Jonas, American singer-songwriter and actor
September 18
Joji, Japanese singer and record producer
Amber Liu, Taiwanese-American singer
September 19
Palmer Luckey, American entrepreneur
Diego Antonio Reyes, Mexican footballer
September 20  Safura Alizadeh,  Azerbaijani singer, actress, and saxophonist
September 21
Alireza Beiranvand, Iranian footballer
Mariya Muzychuk, Ukrainian chess player
September 22  Philip Hindes, British cyclist
September 24  Jack Sock, American tennis player
September 27  Granit Xhaka, Swiss footballer
September 28
Keir Gilchrist, English-Canadian actor and musician
Mawra Hocane, Pakistani actress and model
Kko Tsurumi, Japanese artistic gymnast
September 29
Marina Antipova, Russian ice dancer
Zhou Shen, Chinese singer
September 30  Ezra Miller, American actor",1992.0
500,September,"September 1
Morris Carnovsky, American actor (b. 1897)
Piotr Jaroszewicz, Polish politician, Prime Minister of Poland (b. 1909)
September 2  Barbara McClintock, American geneticist, recipient of the Nobel Prize in Physiology or Medicine (b. 1902)
September 4  John van Dreelen, Dutch actor (b. 1922)
September 5
Billy Herman, American baseball player (b. 1909)
Fritz Leiber, American author (b. 1910)
September 6  Mervyn Johns, Welsh actor (b. 1899)
September 11  Frank McKinney, American competition swimmer (b. 1938)
September 12
Hans F. Koenekamp, American special effects artist and cinematographer (b. 1891)
Ruth Nelson, American actress (b. 1905)
Anthony Perkins, American actor and singer (b. 1932)
September 18
Dario Cabanelas, Spanish orientalist (b. 1916)
Princess Margaret of Denmark (b. 1895)
September 19  Wu Zhonghua, Chinese physicist (b. 1917)
September 21
William Penn Mott Jr., American landscape architect (b. 1909)
Harry J. Sonneborn, American businessman (b. 1916)
Bill Williams, American actor (b. 1915)
September 22  Aurelio Lpez, Mexican baseball player (b. 1948)
September 25  Csar Manrique, Spanish artist (b. 1919)
September 29  Paul Jabara, American actor and singer-songwriter (b. 1948)",1992.0
501,October,"
3.1 January
3.2 February
3.3 March
3.4 April
3.5 May
3.6 June
3.7 July
3.8 August
3.9 September
3.10 October
3.11 November
3.12 December
",1992.0
502,October,"October 1  Turner Broadcasting System launches Cartoon Network, the first all-animation television channel.
October 2  A riot breaks out in the Carandiru Penitentiary in So Paulo, Brazil, resulting in the Carandiru massacre.
October 3  After performing a song protesting alleged child abuse by the Catholic Church, Sinad O'Connor rips up a photo of Pope John Paul II on Saturday Night Live, causing huge controversy, leading the switchboards at NBC to ring off the hook.
October 4
The government of Mozambique signs a truce with leaders of RENAMO, ending the 16-year-old Mozambican Civil War.
Israeli cargo plane El Al Flight 1862 crashes into residential buildings in Amsterdam's Bijlmermeer, Netherlands, after taking off from Schiphol Airport and losing two engines, killing all 4 people on board and 39 on the ground.
October 6  Lennart Meri becomes the first President of Estonia after regaining independence. The Estonian Government in Exile resigns on the next day.
October 7  In Peru, Shining Path leader Abimael Guzmn is convicted of treason and sentenced to life in prison.
October 11  The Catechism of the Catholic Church is promulgated by Pope John Paul II with his apostolic constitution, Fidei depositum.[12]
October 12
In the Dominican Republic, Pope John Paul II celebrates the 500th anniversary of the meeting of two cultures.
The 5.8 mb Cairo earthquake affects the city with a maximum Mercalli intensity of VIII (Severe), leaving 545 dead and 6,512 injured.
October 14  In Japan, Shin Kanemaru of the ruling Liberal Democratic Party resigns over receiving illegal payments from Sagawa Express.
October 19  The Communist Party of China promotes several market-oriented reformers to the Politburo Standing Committee of the Communist Party of China, signaling a defeat for hard-line ideologues.
October 21  150,000 coal miners march in London to protest government plans to close coal mines and reduce the number of coal miners.[13]
October 22  Subaru Impreza is announced.
October 23  Emperor of Japan Akihito begins the first imperial visit of China, telling a Beijing audience he felt deep sorrow for the suffering of the Chinese people during World War II.
October 25  Lithuania holds a referendum on its first constitution after declaring independence from the Soviet Union in 1990.
October 26  In a national referendum, voters in Canada reject the Charlottetown Accord.
October 31  Pope John Paul II issues an apology and lifts the edict of the Inquisition against Galileo Galilei.[14]",1992.0
503,October,"October 2
Alisson Becker, Brazilian footballer
Nicol Ruprecht, Austrian rhythmic gymnast
October 5
Mercedes Lambre, Argentine actress, singer, dancer, and model
Kevin Magnussen, Danish racing driver
October 7  Grace Bawden, Australian singer
October 9  Tyler James Williams, American actor and rapper
October 10  Gabrielle Aplin, English singer and songwriter
October 11  Cardi B, American hip hop artist
October 12  Josh Hutcherson, American actor and producer
October 14  Ahmed Musa, Nigerian footballer
October 15  Vincent Martella, American actor, voice actor, and singer
October 16  Bryce Harper, American baseball player
October 20  Ksenia Semyonova, Russian Olympic gymnast
October 22
21 Savage, American rapper
Sofia Vassilieva, American actress
October 23  lvaro Morata, Spanish footballer
October 27  Stephan El Shaarawy, Italian footballer
October 28  Lexi Ainsworth, American actress
October 30  Greeicy Rendn, Colombian actress and singer
October 31  Vanessa Marano, American actress and singer",1992.0
504,October,"October 4  Denny Hulme, New Zealand race car driver (b. 1936)
October 5  Eddie Kendricks, American singer (b. 1939)
October 6  Denholm Elliott, English actor (b. 1922)
October 7
Allan Bloom, American philosopher and author (b. 1930)
Tevfik Esen, last known speaker of Ubykh (b. 1904)
October 8  Willy Brandt, German politician and statesman, 29th Chancellor of the Federal Republic of Germany (West Germany), recipient of the Nobel Peace Prize (b. 1913)
October 11  Choi Sae-hwang, South Korean lawyer and Vice-Minister of Defense (b. 1919)
October 12  Ulysses Guimares, Brazilian politician (b. 1916)
October 14  Willie Waddell, Scottish footballer (b. 1921)
October 15  Oliver Franks, Baron Franks, British civil servant, diplomat, and philosopher (b. 1905)
October 16  Shirley Booth, American actress in film, radio, stage, and television (b. 1898)
October 19
Gert Bastian, German politician (b. 1923)
Petra Kelly, German politician (b. 1947)
Arthur Wint, Jamaican Olympic runner (b. 1920)
October 21  Jim Garrison, American attorney (b. 1921)
October 22  Cleavon Little, American actor (b. 1939)
October 25
Adelino da Palma Carlos, Portuguese politician, 102nd Prime Minister of Portugal (b. 1905)
Roger Miller, American singer-songwriter, musician, and actor (b. 1936)
October 27  David Bohm, American-born physicist, philosopher, and neuropsychologist (b. 1917)
October 29  Sir Kenneth MacMillan, British choreographer (b. 1929)",1992.0
505,October,Articles with limited geographic scope from June 2019Use mdy dates from June 2019Articles with short descriptionShort description is different from WikidataCommons category link is on WikidataArticles using Mw magnitude scaleArticles using MS magnitude scaleArticles using mb magnitude scaleAll articles with unsourced statementsArticles with unsourced statements from October 2020Wikipedia articles with LCCN identifiersWikipedia articles with NKC identifiers,1992.0
506,November,"
3.1 January
3.2 February
3.3 March
3.4 April
3.5 May
3.6 June
3.7 July
3.8 August
3.9 September
3.10 October
3.11 November
3.12 December
",1992.0
507,November,"November 3  Democratic Arkansas Governor Bill Clinton defeats Republican President  George H. W. Bush and Independent Ross Perot in the 1992 Presidential Election.
November 8  More than 350,000 people rally in Berlin to protest right-wing violence against immigrants; stones and eggs are thrown at President of Germany Richard von Weizscker and Chancellor of Germany Helmut Kohl.
November 11  The Church of England votes to allow women to become priests.
November 13
The government of Peru announces it has arrested a small group of army officers who were plotting the assassination of President Alberto Fujimori.
A report by the World Meteorological Organization reports an unprecedented level of ozone depletion in both the Arctic and Antarctic.
November 15  The Lithuanian parliamentary election sees the Communists of the Democratic Labour Party of Lithuania, led by Algirdas Brazauskas, return to power.
November 18  Russian President Boris Yeltsin releases the flight data recorder (FDR) and cockpit voice recorder (CVR) of Korean Air Flight 007, which was shot down by the Soviets in 1983.
November 20  A fire starts in the private chapel in Windsor Castle
November 24  In China, China Southern Airlines Flight 3943, a China Southern Airlines domestic flight, crashes, killing all 141 people on board.
November 25
The Czechoslovakia Federal Assembly votes to split the country into the Czech Republic and Slovakia, starting on January 1, 1993.
In a national referendum related to abortion, voters in Ireland reject the proposed Twelfth Amendment of the Constitution Bill 1992 but approve the Thirteenth Amendment of the Constitution of Ireland and the Fourteenth Amendment of the Constitution of Ireland.
November 27  The government of Venezuela announces that it has put down a coup attempt by a group of army officers who bombed the presidential palace.",1992.0
508,November,"November 2  Chelsea Davis, American artistic gymnast
November 3  Willi Orban, Hungarian footballer
November 5
Odell Beckham Jr., American football player
Marco Verratti, Italian footballer
November 6  Robert Aramayo, English actor
November 10  Wilfried Zaha, English-born Ivorian footballer
November 15  Minami Minegishi, Japanese singer and actress
November 16  Marcelo Brozovi, Croatian footballer
November 18  Nathan Kress, American actor, director, and former child model
November 21
Mireia Lalaguna, Spanish actress and model
Rino Sashihara, Japanese singer and actress
November 23
Miley Cyrus, American singer-songwriter and actress
Gabriel Landeskog, Swedish hockey player
November 25  Ana Bogdan, Romanian tennis player
November 27  Park Chanyeol, South Korean rapper, singer-songwriter, actor, and model.",1992.0
509,November,"November 2  Hal Roach, American director and producer (b. 1892)
November 4
Jos Luis Senz de Heredia, Spanish film director (b. 1911)
George Klein, Canadian inventor (b. 1904)
November 5  Jan Oort, Dutch astronomer (b. 1900)
November 7
Alexander Dubek, Slovak politician, First Secretary of the Communist Party of Czechoslovakia (b. 1921)[41]
Jack Kelly, American actor (b. 1927)
Richard Yates, American writer (b. 1926)
November 8  Larry Levan, American DJ (b. 1954)
November 10  Chuck Connors, American actor (b. 1921)
November 11  Earle Meadows, American Olympic athlete (b. 1913)
November 14  Ernst Happel, Austrian footballer and manager (b. 1925)[42]
November 19
Ren Tavernier, Belgian geologist (b. 1914)
Diane Varsi, American actress (b. 1938)
November 21  Kaysone Phomvihane, Laotian statesman and Communist Party leader, 11th Prime Minister of Laos and 2nd President of Laos (b. 1920)
November 22  Sterling Holloway, American actor (b. 1905)
November 23
Roy Acuff, American singer (b. 1903)
Mohamed Benhima, 5th Prime Minister of Morocco (b. 1924)
November 25  Joseph Arthur Ankrah, 2nd President of Ghana (b. 1903)
November 26  John Sharp, English actor (b. 1920)
November 27  George M. Ferris, American investment banker and philanthropist (b. 1893)
November 29
Jean Dieudonn, French mathematician (b. 1906)
Emilio Pucci, Italian fashion designer (b. 1914)
Grady Stiles, American freak show performer (b. 1937)[importance?]
November 30  Peter Blume, American painter and sculptor (b. 1906)",1992.0
510,November,"
	 This page was last edited on 10 November 2020, at 21:46(UTC).
	Text is available under the Creative Commons Attribution-ShareAlike License;
additional terms may apply.  By using this site, you agree to the Terms of Use and Privacy Policy. Wikipedia is a registered trademark of the Wikimedia Foundation, Inc., a non-profit organization.
",1992.0
511,December,"
3.1 January
3.2 February
3.3 March
3.4 April
3.5 May
3.6 June
3.7 July
3.8 August
3.9 September
3.10 October
3.11 November
3.12 December
",1992.0
512,December,"August 34  Millions of black South Africans participate in a general strike called by the African National Congress to protest the lack of progress in negotiations with the government of State President of South Africa F. W. de Klerk.
August 12  Canada, Mexico, and the United States announce that a deal has been reached on the North American Free Trade Agreement; the deal will be formally signed on December 17, 1992.
August 18  Prime Minister of the United Kingdom John Major announces the creation of the Iraqi no-fly zones.
August 20  Kristiansund's connection to the mainland of Norway, Krifast, opens.
August 23  Hurricane Andrew attains Category 5 status on the SaffirSimpson hurricane scale and, at 2100 UTC, hits Eleuthera and the Bahama Banks.
August 24
Concordia University massacre  Valery Fabrikant murders four colleagues and seriously wounds another in a shooting at Concordia University, in Montreal, Quebec.
China and South Korea establish diplomatic relations.
August 2428  Hurricane Andrew hits south Florida and Louisiana and dissipates over the Tennessee valley when it merges with a storm system; 23 are killed.
August 29  In Rostock, Germany, tens of thousands rally to protest neo-Nazi attacks on refugees and immigrants begun on August 22.",1992.0
513,December,"December 1  South Korea and South Africa reestablish diplomatic relations. South Korea previously had diplomatic relations with South Africa from 1961 to 1978, when they were severed by the former due to the latter's policy of apartheid.
December 3
UN Security Council Resolution 794 is unanimously passed, approving a coalition of United Nations peacekeepers led by the United States to form UNITAF, tasked with ensuring humanitarian aid gets distributed and establishing peace in Somalia.
A test engineer for Sema Group uses a personal computer to send the world's first text message via the Vodafone network to the phone of a colleague.
December 4  U.S. military forces land in Somalia.
December 6  Extremist Hindu activists demolish Babri Masjid  a 16th-century mosque in Ayodhya, India, which has been used as a temple since 1949, leading to widespread communal violence, including the Bombay riots, in all killing over 1,500 people.
December 9  The Prince and Princess of Wales publicly announce their separation.
December 12  The 7.8 Mw Flores earthquake affects the Lesser Sunda Islands in Indonesia with a maximum Mercalli intensity of VIII (Severe) leaving at least 2,500 dead. A destructive tsunami with wave heights of 25m (82ft) follows.
December 16  The Czech National Council adopts the Constitution of the Czech Republic.
December 18  The South Korean presidential election is won by Kim Young-sam, the first non-military candidate elected since 1961.
December 21  President of Serbia Slobodan Miloevi defeats Milan Pani in the Serbian presidential election.
December 22  The Archives of Terror are discovered by Dr. Martn Almada, detailing the fates of thousands of Latin Americans who had been secretly kidnapped, tortured, and killed by the security services of Argentina, Bolivia, Brazil, Chile, Paraguay, and Uruguay in what became known as Operation Condor.
December 24  President George H. W. Bush pardons six national security officials implicated in the IranContra affair, including Caspar Weinberger.
December 29  Brazil's president Fernando Collor de Mello is found guilty on charges that he stole more than $32million from the government, preventing him from holding any elected office for eight years.",1992.0
