,month,text,year
301,January,"The Armenian SSR declares its independence from the Soviet Union.
Northern Ireland writer Brian Keenan is released from Lebanon after being held hostage for nearly 5 years.
Indonesian commercial television network SCTV was established as the nation's third television station after RCTI, and also debuted as local television channel in Surabaya. During its earlier days, SCTV was the rival for RCTI, the first commercial television network. SCTV began broadcasting nationwide from Jakarta by January 29, 1991.",1990.0
302,January,"November  The earliest known portable digital camera sold in the United States ships.[36]
November 1  Mary Robinson defeats odds-on favorite Brian Lenihan to become the first female President of Ireland.
November 2  British Satellite Broadcasting and Sky Television plc merge to form BSkyB as a result of massive losses.
November 3  Gro Harlem Brundtland assumes office as Prime Minister of Norway.
November 5  Rabbi Meir Kahane, founder of the far-right Kach movement, is shot dead after a speech at a New York City hotel.
November 6  Nawaz Sharif is sworn in as the Prime Minister of Pakistan.
November 7
Indian Prime Minister Singh resigns over losing a confidence vote in the Parliament of India, having lost the support of Hindus who want a Muslim mosque in Ayodhya torn down to build a Hindu temple.
The final military parade to mark the anniversary of the Great October Socialist Revolution takes place in the USSR.
November 9
A new constitution comes into effect in the Kingdom of Nepal, establishing multiparty democracy and constitutional monarchy; this is the culmination of the 1990 People's Movement.
The Parliament of Singapore enacts the Maintenance of Religious Harmony Act.
November 10  Chandra Shekhar becomes Prime Minister of India as head of a minority government.
November 12
Akihito is enthroned as the 125th emperor of Japan following the death of his father on January 7, 1989.
Tim Berners-Lee publishes a more formal proposal for the World Wide Web.[37]
November 13
The first known web page is written.[38]
In New Zealand, David Gray kills 13 people in what will become known as the Aramoana massacre.
November 14  Germany and Poland sign a treaty confirming the border at the OderNeisse line.
November 15
STS-38: Space Shuttle Atlantis is launched on a classified U.S. military mission.
President Bush signed new Clean Air Act, focused on urban pollution and cancer-causing emissions from industrial sources.
November 17  Soviet President Gorbachev proposes a radical restructuring of the Soviet government, including the creation of a Federal Council to be made up of the heads of the 15 Soviet republics.
November 1921  The leaders of Canada, the United States, and 32 European states meet in Paris to formally mark the end of the Cold War.
November 21
Charter of Paris for a New Europe signed.
Agreement for decriminalization of homosexual acts between consenting adults in Queensland, Australia.
The Super Nintendo Entertainment System was released in Japan.
November 22  Margaret Thatcher announces she will not contest the second ballot of the leadership election for the Conservative Party.
November 25  Lech Wasa and Stanisaw Tymiski win the first round of the first Polish presidential election.
November 27  Women's suffrage is introduced in the last Swiss half-canton of Appenzell Innerrhoden.
November 28
Prime Minister of Singapore Lee Kuan Yew resigns and is replaced by Goh Chok Tong.
The first female Prime Minister of the United Kingdom, Margaret Thatcher, resigns after 11 years and is replaced by John Major.
November 29
Gulf War: The United Nations Security Council passes UN Security Council Resolution 678, authorizing military intervention in Iraq if that state does not withdraw its forces from Kuwait and free all foreign hostages by Tuesday, January 15, 1991.
Prime Minister of Bulgaria Andrey Lukanov and his government of former communists resign under pressure from strikes and street protests.",1990.0
303,January,"Akihito is enthroned as the 125th emperor of Japan following the death of his father on January 7, 1989.
Tim Berners-Lee publishes a more formal proposal for the World Wide Web.[37]",1990.0
304,January,"Gulf War: The United Nations Security Council passes UN Security Council Resolution 678, authorizing military intervention in Iraq if that state does not withdraw its forces from Kuwait and free all foreign hostages by Tuesday, January 15, 1991.
Prime Minister of Bulgaria Andrey Lukanov and his government of former communists resign under pressure from strikes and street protests.",1990.0
305,January,"January 1  Ali Maloul, Tunisian footballer[citation needed]
January 2  Karel Abraham, Czech motorcycle racer[39]
January 4
Toni Kroos, German footballer[40]
Alberto Paloschi, Italian footballer
January 5
Leroy Fer, Dutch footballer
Yoseob, Korean pop singer
January 6
Sandro Cortese, German motorcycle racer
Abhinav Mukund, Indian cricketer
Alex Teixeira, Brazilian footballer
Natalie Palamides, American voice actress known for The Powerpuff Girls
January 7
Elene Gedevanishvili, Georgian figure skater
Gregor Schlierenzauer, Austrian ski jumper
January 8
Robin Olsen, Swedish footballer
Xu Xin, Chinese table tennis player
January 9
Todor Skrimov, Bulgarian male volleyball player
Melissa Ricks, Filipino-American actress
Son Ji-hyun, South Korean actress and singer
January 10
Facundo Gamband, Argentine actor and singer
Tao Li, Singaporean Olympic swimmer
Renan Buiatti, Brazilian volleyball player
Aishwarya Rajesh, Indian actress
Mirko Bortolotti, Italian racing driver
January 11  Ryan Griffin, American footballer
January 12  Sergey Karjakin, Ukrainian chess player
January 13  Liam Hemsworth, Australian actor
January 14
Grant Gustin, American actor and singer
ron Szilgyi, Hungarian fencer
Mikee Lee, Filipino actor, model and host
January 15
Chris Warren, American actor
Luke Willson, American football player
January 16  Simon Porte Jacquemus, French fashion designer
January 17  Tom Bosworth, British race walker
January 18
Nacho, Spanish footballer
Gift Ngoepe, South African-born baseball player
January 21
George Finn, Georgian actor
Kelly Rohrbach, American model and actress
Jacob Smith, American actor
January 22
Aliz Cornet, French tennis player
Logic, American rapper, singer-songwriter, and record producer
January 23  Artsem Mikhalenka, Belarusian singer
January 24
Mao Abe, Japanese singer-songwriter
Ermin Biaki, Bosnian footballer
January 25  Natalie Hall, Canadian actress
January 26
Rupan Bal, CanadianIndian YouTuber, actor, director and comedian
Kherington Payne, American dancer and actress
Christopher Massey, American actor, comedian and rapper
Peter Sagan, Slovakian road bicycle racer
January 27  Nicholas Bett, Kenyan track and field athlete (d. 2018)
January 28  Luce, French actress/singer
January 29  MacKenzie Porter, Canadian actress and singer
January 30
Eiza Gonzlez, Mexican actress and singer
Mitchell Starc, Australian cricketer
Jake Thomas, American actor, voice actor and photographer
January 31  Nate Augspurger, American rugby union player",1990.0
306,January,"January 2  Alan Hale Jr, American actor (b. 1921)
January 4
Alberto Lleras Camargo, Colombian politician, 20th President of Colombia (b. 1906)
Harold Eugene Edgerton, American electrical engineer (b. 1903)
January 5  Arthur Kennedy, American actor (b. 1914)
January 6
Ian Charleson, British actor (b. 1949)
Pavel Cherenkov, Russian physicist, Nobel Prize laureate (b. 1904)
January 7  Bronko Nagurski, Canadian-American football player (b. 1908)
January 8
Jaime Gil de Biedma, Spanish poet (b. 1929)
Terry-Thomas, English actor and comedian (b. 1911)
January 9
Northern Calloway, American actor (b. 1948)
Bazilio Olara-Okello, Ugandan military officer and statesman (b. 1929)
January 10  Lyle R. Wheeler, American art director (b. 1905)
January 14  Mani Madhava Chakyar, Indian performing artist (b. 1899)
January 15  Gordon Jackson, British actor (b. 1923)
January 17  Charles Hernu, French politician (b. 1923)
January 18 - Melanie Appleby, British musician (b. 1966)
January 19
Arthur Goldberg, American Justice of the Supreme Court (b. 1908)
Bhagwan Shree Rajneesh, Indian mystic (b. 1931)
Herbert Wehner, German Social Democratic politician (b. 1906)
January 20
Prince Naruhiko Higashikuni, 30th Prime Minister of Japan (b. 1887)
Barbara Stanwyck, American actress (b. 1907)
January 22
Mariano Rumor, Italian politician, 39th Prime Minister of Italy (b. 1915)
Roman Vishniac, Russian-American photographer (b. 1897)
January 23  Allen Collins, American musician (b. 1952)
January 24
Madge Bellamy, American actress (b. 1899)
Araken Patusca, Brazilian footballer (b. 1905)
January 25
Dmaso Alonso, Spanish poet (b. 1898)
Ava Gardner, American actress (b. 1922)
January 26  Lewis Mumford, American historian of science (b. 1895)",1990.0
307,February,"February/March  100,000 Kashmiri Pandits leave their homeland in Jammu and Kashmir's Valley after being targeted by Islamist extremists.[15]
February  Smoking is banned on all cross-country flights in the United States.[16]
February 2  Apartheid: F. W. de Klerk announces the unbanning of the African National Congress and promises to release Nelson Mandela.
February 7
The Communist Party of the Soviet Union votes to end its monopoly of power, clearing the way for multiparty elections.
In the Tajik SSR, rioting breaks out against the settlement of Armenian refugees there.
February 9  ADtranz low floor tram world's first completely low-floor tram introduced in Bremen.
February 10
President of South Africa F. W. de Klerk announces that Nelson Mandela will be released the next day.
Las Cruces Bowling Alley massacre: 2 people walked into the 10 Pin Alley in Las Cruces, New Mexico, (known then as the Las Cruces Bowl) and shot seven people, four of whom were killed. The case is currently unsolved.
February 11  Nelson Mandela is released from Victor Verster Prison, near Cape Town, South Africa, after 27 years behind bars.
February 12  Representatives of NATO and the Warsaw Pact meet in Ottawa for an ""Open Skies"" conference. The conference results in agreements about superpower troop levels in Europe and on German reunification.
February 13
German reunification: An agreement is reached for a two-stage plan to reunite Germany.
Drexel Burnham Lambert files for bankruptcy protection, Chapter 11.
February 14  The Pale Blue Dot photograph of Earth is sent back from the Voyager 1 probe after completing its primary mission, from around 5.6billion kilometers (3.5billion mi) away.
February 15
The United Kingdom and Argentina restore diplomatic relations after 8 years. The UK had severed ties in response to Argentina's invasion of the Falkland Islands, a British Dependent Territory, in 1982.
In Cartagena, Colombia, a summit is held between President of the United States George H. W. Bush, President of Bolivia Jaime Paz Zamora, President of Colombia Virgilio Barco Vargas, and President of Peru Alan Garca. The leaders pledge additional cooperation in fighting international drug trafficking.
February 25  The Sandinistas are defeated in the Nicaraguan elections, with Violeta Chamorro elected as the new president of Nicaragua (the first elected woman president in the Americas), replacing Daniel Ortega.
February 26  The USSR agrees to withdraw all 73,500 troops from Czechoslovakia by July, 1991.
February 27  Exxon Valdez oil spill: Exxon and its shipping company are indicted on 5 criminal counts.
February 28  President of Nicaragua Daniel Ortega announces a cease-fire with the U.S.-backed contras.",1990.0
308,February,"April 1
The Community Charge (poll tax) takes effect in England and Wales amid widespread protests
Strangeways Prison riot: The longest prison riot in Britain's history begins at Strangeways Prison in Manchester, and continues for 3 weeks and 3 days, until April 25.
The 1990 United States Census begins. There are 248,709,873 residents in the U.S.
April 6  Robert Mapplethorpe's ""The Perfect Moment"" show of nude and homoerotic photographs opens at the Cincinnati Contemporary Arts Center, in spite of accusations of indecency by Citizens for Community Values.
April 7
IranContra affair: John Poindexter is found guilty of 5 charges for his part in the scandal; the convictions are later reversed on appeal.
Scandinavian Star, a Bahamas-registered ferry, catches fire en route from Norway to Denmark, leaving 158 dead.
April 8
In Nepal, Birendra of Nepal lifts a ban on political parties following violent protests.
In the Greek legislative election, the conservative New Democracy wins the most seats in the Hellenic Parliament; its leader, Konstantinos Mitsotakis, becomes Prime Minister of Greece on April 11.
In the Socialist Federal Republic of Yugoslavia, the Socialist Republic of Slovenia holds Yugoslavia's first multiparty election since 1938. After the election, a center-right coalition led by Lojze Peterle forms Yugoslavia's first non-Communist government since 1945.
April 9  Comet Austin, the brightest comet visible from Earth since 1975, makes its closest approach to the sun.
April 12  Lothar de Maizire becomes prime minister of East Germany, heading a conservative coalition that favors German reunification.
April 13  Cold War: The Soviet Union apologizes for the Katyn massacre.
April 14  Junk bond financier Michael Milken pleaded guilty to fraud-related charges. He agreed to pay US$500million in restitution and was sentenced on November 21 to 10 years in jail.
April 20   17 year old Christopher Kerze goes missing in Eagan, Minnesota.  He remains missing as of December 2019.
April 22
Lebanon hostage crisis: Lebanese kidnappers release American educator Robert Polhill, who had been held hostage since January 1987.
Earth Day 20 is celebrated by millions worldwide.
April 24
Cold War: West Germany and East Germany agree to merge currency and economies on July 1.
STS-31: The Hubble Space Telescope is launched aboard Space Shuttle Discovery.[18]
President of Zaire Mobutu Sese Seko lifts a 20-year ban on opposition parties.
April 25  Violeta Chamorro is sworn in as President of Nicaragua, the first woman elected (February 25) in her own right as a head of state in the Americas.
April 28  Liverpool F.C. win their 18th English Football League Title when they beat Queens Park Rangers 21 at Anfield thanks to goals from Ian Rush and John Barnes. Their nearest challengers Aston Villa can only draw 33 at home to Norwich City.
April 30  Lebanon hostage crisis: Lebanese kidnappers release American educator Frank H. Reed, who had been held hostage since September 1986.",1990.0
309,February,"February 1
Laura Marling, British singer-songwriter
Hersi Matmuja, Albanian singer
February 2  Clara Alonso, Argentine actress, singer, and television hostess
February 3  Sean Kingston, American singer
February 4
Zach King, American videos maker
Nairo Quintana, Colombian road bicycle racer
Haruka Tomatsu, Japanese voice actress
February 5
Luis Cardona, Guatemalan football player
Kim Ji-soo, South Korean singer
February 6  Jermaine Kearse, American football player
February 7
Anna Abreu, Finnish pop singer
Jacksepticeye, Irish YouTuber
Dalilah Muhammad, American hurdler
Steven Stamkos, Canadian ice hockey player
February 8
Yacine Brahimi, French-Algerian footballer
Klay Thompson, American basketball player[41]
February 9  Fyodor Smolov, Russian footballer
February 10  Sooyoung, Korean singer
February 11
Javier Aquino, Mexican footballer
Q'orianka Kilcher, German-born American actress and activist
February 12  Robert Griffin III, American football player
February 13
Gyaincain Norbu, 11th Panchen Lama of Tibetan Buddhism according to some sources
Kevin Strootman, Dutch footballer
February 14  Brett Dier, Canadian actor
February 15  Masashi Ebinuma, Japanese judoka
February 16  The Weeknd, Canadian musician
February 17  Bea Rose Santiago, Filipino model
February 18
Choi Soo-young, South Korean singer, actress, and songwriter
Bryan Oviedo, Costa Rican footballer
Park Shin-hye, South Korean actress
February 19
Ryad Boudebouz, French-Algerian footballer
Saad Al Sheebi, Qatari footballer
February 20  Ciro Immobile, Italian footballer
February 21
David Addy, Ghanaian footballer
Mattias Tedenby, Swedish ice hockey player
Flavio Aquilone, Italian voice actor
February 22  Paige Lawrence, Canadian pair skater
February 25
Youns Belhanda, French-Moroccan footballer
Ehsan Hajsafi, Iranian footballer
February 26
Jojo Mason, Canadian country music singer-songwriter
Jos Melchor, Mexican professional footballer
Tristan Tafel, Canadian freestyle skier
February 27
Lindsey Morgan, American actress
Megan Young, Filipino-American actress, model, television host, and beauty pageant contestant
February 28  Anna Muzychuk, Ukrainian chess player",1990.0
310,February,"February 2
Paul Ariste, Estonian linguist (b. 1905)
Mel Lewis, American jazz musician (b. 1929)
February 7  Jimmy Van Heusen, American composer (b. 1913)
February 8  Del Shannon, American musician and singer (b. 1934)
February 14
Jos Luis Panizo, Spanish footballer (b. 1922)
Jean Wallace, American actress (b. 1923)
February 15
Henry Brandon, German-American actor (b. 1912)
Ulf Johansson, Swedish actor (b. 1922)
February 16  Keith Haring, American pop artist (b. 1958)
February 17  Erik Rhodes, American actor (b. 1906)
February 19
Otto E. Neugebauer, Austrian-born American mathematician and historian of science (b. 1899)
Michael Powell, British director (b. 1905)
February 23
Jos Napolen Duarte, Salvadoran politician, 39th President of El Salvador (b. 1925)
James M. Gavin, American general (b. 1907)
February 24
Malcolm Forbes, American publisher (b. 1919)
Sandro Pertini, Italian Socialist politician, 7th President of Italy (b. 1896)
Johnnie Ray, American singer (b. 1927)
February 27  Les Ames, British cricketer (b. [1905]])",1990.0
311,March,"February/March  100,000 Kashmiri Pandits leave their homeland in Jammu and Kashmir's Valley after being targeted by Islamist extremists.[15]
February  Smoking is banned on all cross-country flights in the United States.[16]
February 2  Apartheid: F. W. de Klerk announces the unbanning of the African National Congress and promises to release Nelson Mandela.
February 7
The Communist Party of the Soviet Union votes to end its monopoly of power, clearing the way for multiparty elections.
In the Tajik SSR, rioting breaks out against the settlement of Armenian refugees there.
February 9  ADtranz low floor tram world's first completely low-floor tram introduced in Bremen.
February 10
President of South Africa F. W. de Klerk announces that Nelson Mandela will be released the next day.
Las Cruces Bowling Alley massacre: 2 people walked into the 10 Pin Alley in Las Cruces, New Mexico, (known then as the Las Cruces Bowl) and shot seven people, four of whom were killed. The case is currently unsolved.
February 11  Nelson Mandela is released from Victor Verster Prison, near Cape Town, South Africa, after 27 years behind bars.
February 12  Representatives of NATO and the Warsaw Pact meet in Ottawa for an ""Open Skies"" conference. The conference results in agreements about superpower troop levels in Europe and on German reunification.
February 13
German reunification: An agreement is reached for a two-stage plan to reunite Germany.
Drexel Burnham Lambert files for bankruptcy protection, Chapter 11.
February 14  The Pale Blue Dot photograph of Earth is sent back from the Voyager 1 probe after completing its primary mission, from around 5.6billion kilometers (3.5billion mi) away.
February 15
The United Kingdom and Argentina restore diplomatic relations after 8 years. The UK had severed ties in response to Argentina's invasion of the Falkland Islands, a British Dependent Territory, in 1982.
In Cartagena, Colombia, a summit is held between President of the United States George H. W. Bush, President of Bolivia Jaime Paz Zamora, President of Colombia Virgilio Barco Vargas, and President of Peru Alan Garca. The leaders pledge additional cooperation in fighting international drug trafficking.
February 25  The Sandinistas are defeated in the Nicaraguan elections, with Violeta Chamorro elected as the new president of Nicaragua (the first elected woman president in the Americas), replacing Daniel Ortega.
February 26  The USSR agrees to withdraw all 73,500 troops from Czechoslovakia by July, 1991.
February 27  Exxon Valdez oil spill: Exxon and its shipping company are indicted on 5 criminal counts.
February 28  President of Nicaragua Daniel Ortega announces a cease-fire with the U.S.-backed contras.",1990.0
312,March,"March 1
A fire at the Sheraton Hotel in Cairo, Egypt, kills 16 people.
Steve Jackson Games is raided by the U.S. Secret Service, prompting the later formation of the Electronic Frontier Foundation.
The Royal New Zealand Navy discontinues its daily rum ration.
Luis Alberto Lacalle, a grandson of the late politician and diplomat Luis Alberto de Herrera, is sworn in as President of Uruguay.
March 3  The International Trans-Antarctic Scientific Expedition, a group of six explorers from six nations, completes the first dog sled crossing of Antarctica.
March 8  The Nintendo World Championships were held within the Fair Park's Automobile Building, kickstarting an almost year long gaming competition across 29 American cities.
March 9
Police seal off Brixton in South London after another night of protests against the poll tax.
Newfoundland Premier Clyde Wells confirms he will rescind Newfoundland's approval of the Meech Lake Accord.
March 10  Prosper Avril is ousted in a coup in Haiti, eighteen months after seizing power.
March 11  Singing Revolution: The Lithuanian SSR declares independence from the Soviet Union with the Act of the Re-Establishment of the State of Lithuania
March 1113  The March 1990 Central United States tornado outbreak produces 64 tornadoes across six US states, including four violent F4/F5 tornadoes. The outbreak leaves 2 dead, 89 injured, and causes over $500million in damages.
March 12  Cold War: Soviet soldiers begin leaving Hungary under terms of an agreement to withdraw all Soviet troops by June 1.
March 13  The Supreme Soviet of the Soviet Union approves changes to the Constitution of the Soviet Union to create a strong U.S.-style presidency. Mikhail Gorbachev is elected to a five-year term as the first-ever President of the Soviet Union on March 15.
March 15
Iraq hangs British journalist Farzad Bazoft for spying. Daphne Parish, a British nurse, is sentenced to 15 years' imprisonment as an accomplice.
Mikhail Gorbachev is elected as the first executive president of the Soviet Union.
Singing Revolution: The Soviet Union announces that Lithuania's declaration of independence is invalid.
Fernando Collor de Mello takes office as President of Brazil, Brazil's first democratically elected president since Jnio Quadros in 1961. The next day, he announces a currency freeze and freezes large bank accounts for 18 months.
March 18
Twelve paintings and a Shang dynasty vase, collectively worth $100 to $300million, are stolen from the Isabella Stewart Gardner Museum in Boston, Massachusetts by two thieves posing as police officers. This is the largest art theft in US history, and the paintings (as of 2018[update]) have not been recovered.
Cold War: East Germany holds its first free elections.
March 20  Ferdinand Marcos's widow, Imelda Marcos, goes on trial for bribery, embezzlement, and racketeering.
March 21  After 75 years of South African rule since World War I, Namibia becomes independent.
March 24  1990 Australian federal election: Bob Hawke's Labor Government is re-elected with a reduced majority, narrowly defeating the Liberal/National Coalition led by Andrew Peacock.[17]
March 25
In New York City, a fire due to arson at an illegal social club called ""Happy Land"" kills 87.
Archbishop of Canterbury Robert Runcie announces his intention to retire at the end of the year.
In the Hungarian parliamentary election, Hungary's first multiparty election since 1948, the Hungarian Democratic Forum wins the most seats.
March 26  The 62nd Academy Awards, hosted by Billy Crystal, are held at the Dorothy Chandler Pavilion in Los Angeles, California, with Driving Miss Daisy winning Best Picture.
March 27  The United States begins broadcasting Radio y Televisin Mart to Cuba.
March 28  U.S. President George H. W. Bush posthumously awards Jesse Owens the Congressional Gold Medal.
March 30  Singing Revolution: After its first free elections on March 18, the Estonian SSR declares the Soviet rule to have been illegal since 1940 and declares a transition period for full independence.
March 31  ""The Second Battle of Trafalgar"": A massive anti-poll tax demonstration in Trafalgar Square, London, turns into a riot; 471 people are injured, and 341 are arrested.",1990.0
313,March,"March 2
Laura Harrier, American actress and model
Lee Hong-gi, Korean singer
Tiger Shroff, Indian actor
March 3
Sebastian Gregory, Australian actor and musician
Celina Ree, Danish singer
March 4
Andrea Bowen, American actress
Draymond Green, American basketball player
March 5  Marco Urea, Costa Rican footballer
March 6
Derek Drouin, Canadian athlete
Esti Ginzburg, Israeli model
March 7
Choi Jong-hoon, Korean singer
Daniel Samonas, Canadian actor
March 8
Rmy Cabella, French footballer
Kristinia DeBarge, American singer-songwriter
Petra Kvitov, Czech tennis player
March 9
Daley Blind, Dutch footballer
YG, American rapper and actor
March 11  Reiley McClendon, American actor
March 12
Alessio Curcio, Italian professional football player
Vanessa Pose, Venezuelan actress
March 13  Sasha Clements, Canadian actress
March 14
Joe Allen, Welsh footballer
Thali Garca, Mexican actress
Kolbeinn Sigrsson, Icelandic footballer
March 15  Lauren Barfield, American volleyball player
March 16  Maps Maponyane, South African television presenter
March 17  Hozier, Irish singer-songwriter
March 18
Michael J. Knowles, American conservative political commentator
Luke Tarsitano, American actor
March 20
Stacy Martin, French actress
Marcos Rojo, Argentine footballer
March 21
Nicols Uriarte, Argentinian volleyball player
Mandy Capristo, German singer-songwriter, dancer, and model
March 22  Sophie Caldwell, American cross-country skier
March 23
Jaime Alguersuari, Spanish Formula One driver
Princess Eugenie of York, British princess
March 24
Aljur Abrenica, Filipino actor, dancer, model and singer
Keisha Castle-Hughes, Australian-born New Zealand actress
Starlin Castro, Dominican baseball player
Jonathan Jafari, American comedian and Internet personality
March 25  Kiowa Gordon, American actor
March 26
Carly Chaikin, American actress
Choi Woo-shik, South Korean actor
Patrick Ekeng, Cameroonian footballer (d. 2016)
Romain Sass, French-Moroccan footballer
Xiumin, South Korean singer and actor
March 27
Kimbra, New Zealand singer and actress
Nicolas Nkoulou, Cameroonian footballer
Ben Hunt, Australian rugby league player
March 28  Zoella, English youtuber and vlogger
March 29  Timothy Chandler, German-American soccer player
March 30
Lee Gi-kwang, Korean singer
Thomas Rhett, American singer and songwriter
Corey Cott, American actor and singer
Cassie Scerbo, American actress, singer and dancer
March 31
Bang Yong-guk, South Korean rapper
Lyra McKee, Northern Irish journalist (d. 2019)
Tommy Smith, English-New Zealand footballer",1990.0
314,March,"March 5  Gary Merrill, American actor (b. 1915)
March 12  Philippe Soupault, French poet (b. 1897)
March 13
Bruno Bettelheim, American child psychologist (b. 1903)
Karl Mnchinger, German conductor (b. 1915)
Michael Stewart, Baron Stewart of Fulham, British politician (b. 1906)
March 15  Tom Harmon, American football player and broadcaster (b. 1919)
March 17
Capucine, French actress and fashion model (b. 1928)
Ric Grech, British musician (b. 1946)
March 19  Andrew Wood, American musician (b. 1966)
March 20  Lev Yashin, Russian footballer (b. 1929)
March 22  Gerald Bull, Canadian scientist (b. 1928)",1990.0
315,April,"April 1
The Community Charge (poll tax) takes effect in England and Wales amid widespread protests
Strangeways Prison riot: The longest prison riot in Britain's history begins at Strangeways Prison in Manchester, and continues for 3 weeks and 3 days, until April 25.
The 1990 United States Census begins. There are 248,709,873 residents in the U.S.
April 6  Robert Mapplethorpe's ""The Perfect Moment"" show of nude and homoerotic photographs opens at the Cincinnati Contemporary Arts Center, in spite of accusations of indecency by Citizens for Community Values.
April 7
IranContra affair: John Poindexter is found guilty of 5 charges for his part in the scandal; the convictions are later reversed on appeal.
Scandinavian Star, a Bahamas-registered ferry, catches fire en route from Norway to Denmark, leaving 158 dead.
April 8
In Nepal, Birendra of Nepal lifts a ban on political parties following violent protests.
In the Greek legislative election, the conservative New Democracy wins the most seats in the Hellenic Parliament; its leader, Konstantinos Mitsotakis, becomes Prime Minister of Greece on April 11.
In the Socialist Federal Republic of Yugoslavia, the Socialist Republic of Slovenia holds Yugoslavia's first multiparty election since 1938. After the election, a center-right coalition led by Lojze Peterle forms Yugoslavia's first non-Communist government since 1945.
April 9  Comet Austin, the brightest comet visible from Earth since 1975, makes its closest approach to the sun.
April 12  Lothar de Maizire becomes prime minister of East Germany, heading a conservative coalition that favors German reunification.
April 13  Cold War: The Soviet Union apologizes for the Katyn massacre.
April 14  Junk bond financier Michael Milken pleaded guilty to fraud-related charges. He agreed to pay US$500million in restitution and was sentenced on November 21 to 10 years in jail.
April 20   17 year old Christopher Kerze goes missing in Eagan, Minnesota.  He remains missing as of December 2019.
April 22
Lebanon hostage crisis: Lebanese kidnappers release American educator Robert Polhill, who had been held hostage since January 1987.
Earth Day 20 is celebrated by millions worldwide.
April 24
Cold War: West Germany and East Germany agree to merge currency and economies on July 1.
STS-31: The Hubble Space Telescope is launched aboard Space Shuttle Discovery.[18]
President of Zaire Mobutu Sese Seko lifts a 20-year ban on opposition parties.
April 25  Violeta Chamorro is sworn in as President of Nicaragua, the first woman elected (February 25) in her own right as a head of state in the Americas.
April 28  Liverpool F.C. win their 18th English Football League Title when they beat Queens Park Rangers 21 at Anfield thanks to goals from Ian Rush and John Barnes. Their nearest challengers Aston Villa can only draw 33 at home to Norwich City.
April 30  Lebanon hostage crisis: Lebanese kidnappers release American educator Frank H. Reed, who had been held hostage since September 1986.",1990.0
316,April,"The Community Charge (poll tax) takes effect in England and Wales amid widespread protests
Strangeways Prison riot: The longest prison riot in Britain's history begins at Strangeways Prison in Manchester, and continues for 3 weeks and 3 days, until April 25.
The 1990 United States Census begins. There are 248,709,873 residents in the U.S.",1990.0
317,April,"In Nepal, Birendra of Nepal lifts a ban on political parties following violent protests.
In the Greek legislative election, the conservative New Democracy wins the most seats in the Hellenic Parliament; its leader, Konstantinos Mitsotakis, becomes Prime Minister of Greece on April 11.
In the Socialist Federal Republic of Yugoslavia, the Socialist Republic of Slovenia holds Yugoslavia's first multiparty election since 1938. After the election, a center-right coalition led by Lojze Peterle forms Yugoslavia's first non-Communist government since 1945.",1990.0
